"","아파트명","도로명주소","geometry","near_station","nearest_station","nearest_distance"
"669","영풍마드레빌","서울특별시 강남구 학동로63길 13",c(127.0446827, 37.5190782),FALSE,"언주",1626.28755714507
"670","한신오페라하우스2차","서울특별시 강남구 학동로63길 14",c(127.0452849, 37.51887599),FALSE,"언주",1640.11239592162
"671","삼성동한솔아파트","서울특별시 강남구 학동로64길 7",c(127.045811, 37.51694243),FALSE,"선릉",1425.87336007894
"672","현대아파트 101동","서울특별시 강남구 학동로64길 14",c(127.0444231, 37.51671861),FALSE,"언주",1406.65888067858
"673","골든카운티","서울특별시 강남구 학동로68길 16",c(127.0464426, 37.51698652),FALSE,"선릉",1423.67492797799
"674","삼성동힐스테이트 1단지","서울특별시 강남구 학동로68길 29",c(127.0485345, 37.51614616),FALSE,"선릉",1322.39870417302
"675","삼성동중앙하이츠빌리지","서울특별시 강남구 학동로68길 30",c(127.0462077, 37.51603285),FALSE,"선릉",1320.85313940708
"676","청담스위트","서울특별시 강남구 학동로73길 13",c(127.0473185, 37.51920666),FALSE,"선릉",1664.04069560208
"677","청담4차 이-편한세상","서울특별시 강남구 학동로73길 33",c(127.0468815, 37.52057896),FALSE,"선릉",1818.49888309879
"678","청담그랑빌","서울특별시 강남구 학동로77길 5",c(127.0490301, 37.51906246),FALSE,"선릉",1648.02544367093
"679","청담대림 이-편한세상","서울특별시 강남구 학동로77길 27",c(127.0478222, 37.52053487),FALSE,"선릉",1810.28535584538
"680","삼환아파트101동","서울특별시 강남구 학동로77길 49",c(127.047589, 37.52178892),FALSE,"선릉",1950.14633983795
"681","스위트캐슬레지던스","서울특별시 강남구 학동로7길 6",c(127.0239186, 37.51250477),FALSE,"신논현",897.852857713375
"682","라테라스 청담","서울특별시 강남구 학동로81길 9",c(127.0505168, 37.51970245),FALSE,"삼성",1647.54095878613
"683","청담 어퍼하우스","서울특별시 강남구 학동로81길 28",c(127.0504596, 37.52093832),FALSE,"삼성",1754.12098301972
"684","삼성리치빌1","서울특별시 강남구 학동로82길 6",c(127.0512135, 37.51838105),FALSE,"삼성",1498.96329280166
"685","블루밍하우스","서울특별시 강남구 학동로82길 25",c(127.0522523, 37.51739315),FALSE,"삼성",1356.53395198718
"686","블루밍하우스","서울특별시 강남구 학동로82길 27",c(127.0522838, 37.51726665),FALSE,"삼성",1344.70368887401
"687","아델하우스","서울특별시 강남구 학동로82길 29",c(127.0524319, 37.51703886),FALSE,"삼성",1317.70322327147
"688","현대아파트(75-1)","서울특별시 강남구 학동로87길 7",c(127.0516596, 37.51951437),FALSE,"삼성",1564.87862020069
"689","진흥아파트","서울특별시 강남구 학동로87길 9",c(127.0514408, 37.52004846),FALSE,"삼성",1622.70910809971
"690","진흥아파트","서울특별시 강남구 학동로88길 5",c(127.0521224, 37.51871712),FALSE,"삼성",1471.24471138961
"691","동양파라곤","서울특별시 강남구 학동로97길 31",c(127.0543019, 37.52178809),FALSE,"삼성",1641.16306985411
"692","청담린든그로브","서울특별시 강남구 학동로97길 51",c(127.0536665, 37.52291158),FALSE,"삼성",1777.705415597
"693","은탑리더스카운티","서울특별시 강남구 학동로9길 15",c(127.0238934, 37.51316564),FALSE,"신논현",971.359648503271
"694","지고하임(101동)","서울특별시 강남구 학동로9길 21",c(127.0237886, 37.51355523),FALSE,"신논현",1015.09788999536
"695","청구아파트","서울특별시 강남구 영동대로128길 5",c(127.0584055, 37.51973788),FALSE,"삼성",1284.90860842784
"696","홍실아파트","서울특별시 강남구 영동대로128길 15",c(127.0596934, 37.51986307),FALSE,"삼성",1265.59606361606
"697","삼성동헤렌하우스2(82-1)","서울특별시 강남구 영동대로128길 45",c(127.0611259, 37.51935788),FALSE,"삼성",1185.22658542716
"698","삼성동헤렌하우스2(82-4)","서울특별시 강남구 영동대로128길 51",c(127.061446, 37.51911339),FALSE,"삼성",1154.24644674817
"699","다우림하우스","서울특별시 강남구 영동대로128길 55",c(127.0616799, 37.51895153),FALSE,"삼성",1133.78491429656
"700","대림","서울특별시 강남구 논현로41길 10",c(127.039842, 37.48652001),FALSE,"매봉",626.852510514822
"701","도곡1차아이파크","서울특별시 강남구 도곡로28길 8",c(127.0431049, 37.4920882),FALSE,"매봉",646.883380440734
"702","현대2차","서울특별시 강남구 삼성로122길 45",c(127.0557739, 37.51922383),FALSE,"삼성",1328.85866757565
"703","신동아파밀리에","서울특별시 강남구 헌릉로590길 10",c(127.1027722, 37.46412687),FALSE,"학여울",4610.14684350211
"704","세곡리엔파크(3단지)","서울특별시 강남구 헌릉로590길 11",c(127.1044628, 37.46379733),FALSE,"학여울",4731.97107118767
"705","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",c(127.1011609, 37.4603401),FALSE,"학여울",4868.07311110113
"706","세곡리엔파크(4단지)","서울특별시 강남구 헌릉로590길 88",c(127.1020605, 37.46206731),FALSE,"학여울",4755.49141911415
"707","세곡리엔파크(1단지)","서울특별시 강남구 헌릉로590길 100",c(127.1004678, 37.46418277),FALSE,"학여울",4482.53208683583
"708","강남엘에이치1단지","서울특별시 강남구 헌릉로571길 20",c(127.1028232, 37.4669199),FALSE,"학여울",4372.81667478167
"709","엘에이치강남힐스테이트","서울특별시 강남구 자곡로3길 21",c(127.0882715, 37.47141205),FALSE,"학여울",3223.35149619538
"710","엘에이치강남3단지","서울특별시 강남구 자곡로3길 22",c(127.0908817, 37.47072938),FALSE,"학여울",3405.48469580354
"711","엘에이치강남브리즈힐","서울특별시 강남구 자곡로3길 45",c(127.0909955, 37.47283402),FALSE,"학여울",3214.58227202632
"712","래미안포레(3단지)","서울특별시 강남구 밤고개로21길 25",c(127.1101236, 37.47479652),FALSE,"학여울",4261.5237081568
"713","강남한신휴플러스6단지","서울특별시 강남구 밤고개로26길 50",c(127.1053621, 37.46767917),FALSE,"학여울",4460.3629143212
"714","강남한신휴플러스8단지","서울특별시 강남구 밤고개로27길 20",c(127.1105016, 37.4700942),FALSE,"학여울",4606.78407075195
